10.201.48.1,Server,10.192.10.42
10.201.48.1,Server,10.192.10.43
10.201.48.1,Printer,10.192.10.42
10.201.48.1,Printer,10.192.10.43
10.201.48.1,Clients,10.192.10.42
10.201.48.1,Clients,10.192.10.43
10.201.48.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.201.48.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.201.48.1,Voice-Ph1Vl130,10.192.10.42
10.201.48.1,Voice-Ph1Vl130,10.192.10.43
10.201.48.1,Wifi-Ph2Vl250,10.192.10.42
10.201.48.1,Wifi-Ph2Vl250,10.192.10.43
10.201.56.1,Default,10.225.0.88
10.201.56.1,Clients,10.192.10.42
10.201.56.1,Clients,10.192.10.43
10.201.56.1,Printer,10.192.10.42
10.201.56.1,Printer,10.192.10.43
10.201.56.1,Server,10.192.10.42
10.201.56.1,Server,10.192.10.43
10.201.56.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.201.56.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.201.56.1,Wifi-Ph2Vl250,10.192.10.43
10.201.56.1,Wifi-Ph2Vl250,10.192.10.42
10.201.64.1,Default,10.225.0.88
10.201.64.1,Clients,10.192.10.42
10.201.64.1,Clients,10.192.10.43
10.201.64.1,Clients,10.201.65.12
10.201.64.1,Printer,10.192.10.42
10.201.64.1,Printer,10.192.10.43
10.201.64.1,Server,10.192.10.42
10.201.64.1,Server,10.192.10.43
10.201.64.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.201.64.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.201.64.1,Wifi-Ph2Vl250,10.192.10.43
10.201.64.1,Wifi-Ph2Vl250,10.192.10.42
10.201.72.1,Default,10.225.0.88
10.201.72.1,Clients,10.192.10.42
10.201.72.1,Clients,10.192.10.43
10.201.72.1,Clients,10.201.73.12
10.201.72.1,Printer,10.192.10.42
10.201.72.1,Printer,10.192.10.43
10.201.72.1,Server,10.192.10.42
10.201.72.1,Server,10.192.10.43
10.201.72.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.201.72.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.201.72.1,Wifi-Ph2Vl250,10.192.10.43
10.201.72.1,Wifi-Ph2Vl250,10.192.10.42
10.201.80.1,Default,10.225.0.88
10.201.80.1,Clients,10.192.10.42
10.201.80.1,Clients,10.192.10.43
10.201.80.1,Printer,10.192.10.42
10.201.80.1,Printer,10.192.10.43
10.201.80.1,Server,10.192.10.42
10.201.80.1,Server,10.192.10.43
10.201.80.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.201.80.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.201.80.1,Wifi-Ph2Vl250,10.192.10.43
10.201.80.1,Wifi-Ph2Vl250,10.192.10.42
10.201.88.1,Default,10.225.0.88
10.201.88.1,Clients,10.192.10.42
10.201.88.1,Clients,10.192.10.43
10.201.88.1,Printer,10.192.10.42
10.201.88.1,Printer,10.192.10.43
10.201.88.1,Server,10.192.10.42
10.201.88.1,Server,10.192.10.43
10.201.88.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.201.88.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.201.88.1,Wifi-Ph2Vl250,10.192.10.43
10.201.88.1,Wifi-Ph2Vl250,10.192.10.42
10.202.0.1,Default,10.225.0.88
10.202.0.1,Clients,10.192.10.42
10.202.0.1,Clients,10.192.10.43
10.202.0.1,Printer,10.192.10.42
10.202.0.1,Printer,10.192.10.43
10.202.0.1,Server,10.192.10.42
10.202.0.1,Server,10.192.10.43
10.202.0.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.0.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.0.1,Wifi-Ph2Vl250,10.192.10.43
10.202.0.1,Wifi-Ph2Vl250,10.192.10.42
10.202.120.1,Default,10.225.0.88
10.202.120.1,Printer,10.192.10.42
10.202.120.1,Printer,10.192.10.43
10.202.120.1,Clients,10.192.10.42
10.202.120.1,Clients,10.192.10.43
10.202.120.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.120.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.120.1,IMP-Spec-Serv,10.192.10.42
10.202.120.1,IMP-Spec-Serv,10.192.10.43
10.202.120.1,Wifi-Ph2Vl250,10.192.10.42
10.202.120.1,Wifi-Ph2Vl250,10.192.10.43
10.202.128.1,Default,10.225.0.88
10.202.128.1,Clients,10.192.10.42
10.202.128.1,Clients,10.192.10.43
10.202.128.1,Printer,10.192.10.42
10.202.128.1,Printer,10.192.10.43
10.202.128.1,Server,10.192.10.42
10.202.128.1,Server,10.192.10.43
10.202.128.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.128.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.128.1,Wifi-Ph2Vl250,10.192.10.43
10.202.128.1,Wifi-Ph2Vl250,10.192.10.42
10.202.136.1,Default,10.225.0.88
10.202.136.1,Server,10.192.10.42
10.202.136.1,Server,10.192.10.43
10.202.136.1,Server,10.202.137.12
10.202.136.1,Printer,10.192.10.42
10.202.136.1,Printer,10.192.10.43
10.202.136.1,Clients,10.192.10.42
10.202.136.1,Clients,10.192.10.43
10.202.136.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.136.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.136.1,Wifi-Ph2Vl250,10.192.10.42
10.202.136.1,Wifi-Ph2Vl250,10.192.10.43
10.202.144.1,Default,10.225.0.88
10.202.144.1,Server,10.192.10.42
10.202.144.1,Server,10.192.10.43
10.202.144.1,Printer,10.192.10.42
10.202.144.1,Printer,10.192.10.43
10.202.144.1,Clients,10.192.10.42
10.202.144.1,Clients,10.192.10.43
10.202.144.1,Clients,10.202.145.12
10.202.144.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.144.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.144.1,Wifi-Ph2Vl250,10.192.10.42
10.202.144.1,Wifi-Ph2Vl250,10.192.10.43
10.202.152.1,Default,10.225.0.88
10.202.152.1,Clients,10.192.10.42
10.202.152.1,Clients,10.192.10.43
10.202.152.1,Printer,10.192.10.42
10.202.152.1,Printer,10.192.10.43
10.202.152.1,Server,10.192.10.42
10.202.152.1,Server,10.192.10.43
10.202.152.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.152.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.152.1,Wifi-Ph2Vl250,10.192.10.42
10.202.152.1,Wifi-Ph2Vl250,10.192.10.43
10.202.16.1,Default,10.225.0.88
10.202.16.1,Clients,10.192.10.42
10.202.16.1,Clients,10.192.10.43
10.202.16.1,Printer,10.192.10.42
10.202.16.1,Printer,10.192.10.43
10.202.16.1,Server,10.192.10.42
10.202.16.1,Server,10.192.10.43
10.202.16.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.16.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.16.1,Wifi-Ph2Vl250,10.192.10.43
10.202.16.1,Wifi-Ph2Vl250,10.192.10.42
10.202.160.1,Default,10.225.0.88
10.202.160.1,Server,10.192.10.42
10.202.160.1,Server,10.192.10.43
10.202.160.1,Printer,10.192.10.42
10.202.160.1,Printer,10.192.10.43
10.202.160.1,Clients,10.192.10.42
10.202.160.1,Clients,10.192.10.43
10.202.160.1,Clients,10.192.15.168
10.202.160.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.160.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.160.1,Wifi-Ph2Vl250,10.192.10.42
10.202.160.1,Wifi-Ph2Vl250,10.192.10.43
10.202.24.1,Default,10.225.0.88
10.202.24.1,Clients,10.192.10.42
10.202.24.1,Clients,10.192.10.43
10.202.24.1,Clients,10.192.15.168
10.202.24.1,Printer,10.192.10.42
10.202.24.1,Printer,10.192.10.43
10.202.24.1,Server,10.192.10.42
10.202.24.1,Server,10.192.10.43
10.202.24.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.24.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.24.1,Wifi-Ph2Vl250,10.192.10.43
10.202.24.1,Wifi-Ph2Vl250,10.192.10.42
10.202.32.1,Default,10.225.0.88
10.202.32.1,Server,10.192.10.42
10.202.32.1,Server,10.192.10.43
10.202.32.1,Printer,10.192.10.42
10.202.32.1,Printer,10.192.10.43
10.202.32.1,Clients,10.192.10.42
10.202.32.1,Clients,10.192.10.43
10.202.32.1,Clients,10.202.33.12
10.202.32.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.32.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.32.1,Wifi-Ph2Vl250,10.192.10.42
10.202.32.1,Wifi-Ph2Vl250,10.192.10.43
10.202.40.1,Default,10.225.0.88
10.202.40.1,Clients,10.192.10.42
10.202.40.1,Clients,10.192.10.43
10.202.40.1,Printer,10.192.10.42
10.202.40.1,Printer,10.192.10.43
10.202.40.1,Server,10.192.10.42
10.202.40.1,Server,10.192.10.43
10.202.40.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.40.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.40.1,Wifi-Ph2Vl250,10.192.10.43
10.202.40.1,Wifi-Ph2Vl250,10.192.10.42
10.202.48.1,Default,10.225.0.88
10.202.48.1,Clients,10.192.10.42
10.202.48.1,Clients,10.192.10.43
10.202.48.1,Printer,10.192.10.42
10.202.48.1,Printer,10.192.10.43
10.202.48.1,Server,10.192.10.42
10.202.48.1,Server,10.192.10.43
10.202.48.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.48.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.48.1,Wifi-Ph2Vl250,10.192.10.43
10.202.48.1,Wifi-Ph2Vl250,10.192.10.42
10.202.56.1,Default,10.225.0.88
10.202.56.1,Server,10.192.10.42
10.202.56.1,Server,10.192.10.43
10.202.56.1,Printer,10.192.10.42
10.202.56.1,Printer,10.192.10.43
10.202.56.1,Clients,10.192.10.42
10.202.56.1,Clients,10.192.10.43
10.202.56.1,Clients,10.202.57.12
10.202.56.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.56.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.56.1,Wifi-Ph2Vl250,10.192.10.42
10.202.56.1,Wifi-Ph2Vl250,10.192.10.43
10.202.64.1,Default,10.225.0.88
10.202.64.1,Server,10.192.10.42
10.202.64.1,Server,10.192.10.43
10.202.64.1,Printer,10.192.10.42
10.202.64.1,Printer,10.192.10.43
10.202.64.1,Clients,10.192.10.42
10.202.64.1,Clients,10.192.10.43
10.202.64.1,Wifi-Ph1-VoicePh2,10.192.10.42
10.202.64.1,Wifi-Ph1-VoicePh2,10.192.10.43
10.202.64.1,Wifi-Ph2Vl250,10.192.10.42
10.202.64.1,Wifi-Ph2Vl250,10.192.10.43
10.202.72.1,Default,10.225.0.88
